Number	Associated	TaxRank	MinScore	NextMaxScore
19978	Saphexavirus	Genus	119:04:00	
16300	Ranavirus	Genus	58:00:00	
27946	Barnyardvirus	Genus	81:04:00	31:09:00
25669	Betaentomopoxvirus	Genus	106:02:00	104:02:00
25808	Betabaculovirus	Genus	122:06:00	
10754	Ostreavirus	Genus	474:01:00	421:06:00
24044	Emdodecavirus	Genus	170:06:00	
23737	Emdodecavirus	Genus	242:01:00	32:00:00
27306	Alphasphaerolipovirus	Genus	225:09:00	139:07:00
15385	Mimivirus	Genus	90:08:00	37:00:00
2682	Whispovirus	Genus	287:03:00	84:09:00
2961	Betanudivirus	Genus	149:00:00	32:01:00
6655	Varicellovirus	Genus	110:03:00	
23953	Emdodecavirus	Genus	173:00:00	53:03:00
25910	Betaentomopoxvirus	Genus	79:00:00	62:01:00
17542	Mimivirus	Genus	169:05:00	
14892	Mimivirus	Genus	88:01:00	
25609	Betaentomopoxvirus	Genus	781:06:00	631:05:00
26654	Krischvirus	Genus	137:05:00	
20584	Mimivirus	Genus	48:03:00	
25619	Betaentomopoxvirus	Genus	295:04:00	258:04:00
26682	Krischvirus	Genus	144:04:00	
27504	Chloriridovirus	Genus	120:08:00	
13239	Orthopoxvirus	Genus	164:09:00	
23847	Kochikohdavirus	Genus	161:04:00	44:00:00
2800	Whispovirus	Genus	165:09:00	
22621	Gaprivervirus	Genus	219:07:00	
13107	Schizotequatrovirus	Genus	118:09:00	
8953	Cytomegalovirus	Genus	312:01:00	64:07:00
25353	Chlorovirus	Genus	45:08:00	39:02:00
8879	Cytomegalovirus	Genus	113:01:00	
2837	Whispovirus	Genus	197:00:00	39:06:00
17960	Gamaleyavirus	Genus	156:04:00	101:00:00
29274	Limdunavirus	Genus	360:00:00	
19314	Pandoravirus	Genus	122:05:00	
19327	Pandoravirus	Genus	59:01:00	
2766	Whispovirus	Genus	162:03:00	
19138	Pandoravirus	Genus	74:02:00	31:08:00
13916	Varicellovirus	Genus	110:05:00	
24897	Nankokuvirus	Genus	120:05:00	46:06:00
10536	Fletchervirus	Genus	138:03:00	
18426	Ampelovirus	Genus	146:09:00	
12914	Schizotequatrovirus	Genus	103:00:00	
17621	Mimivirus	Genus	176:08:00	36:02:00
22169	Betabaculovirus	Genus	95:03:00	
12965	Schizotequatrovirus	Genus	376:01:00	
20109	Marseillevirus	Genus	108:06:00	
29273	Limdunavirus	Genus	230:09:00	
19602	Pandoravirus	Genus	242:03:00	
13132	Schizotequatrovirus	Genus	416:07:00	
26082	Betalipothrixvirus	Genus	146:05:00	
18802	Lightbulbvirus	Genus	209:01:00	
25937	Yatapoxvirus	Genus	119:01:00	115:05:00
27379	Septimatrevirus	Genus	208:04:00	
10574	Fletchervirus	Genus	132:02:00	
27475	Chloriridovirus	Genus	97:09:00	38:07:00
18618	Siminovitchvirus	Genus	190:07:00	165:01:00
19575	Pandoravirus	Genus	116:05:00	37:05:00
8444	Megalocytivirus	Genus	148:08:00	
12915	Schizotequatrovirus	Genus	313:02:00	
26069	Betalipothrixvirus	Genus	113:06:00	40:05:00
19522	Pandoravirus	Genus	319:05:00	34:02:00
14154	Omegavirus	Genus	213:03:00	68:00:00
29362	Homburgvirus	Genus	195:01:00	36:00:00
22886	Muromegalovirus	Genus	318:08:00	114:05:00
17583	Mimivirus	Genus	92:00:00	55:04:00
15259	Mimivirus	Genus	385:02:00	
13175	Mimivirus	Genus	154:01:00	
27484	Chloriridovirus	Genus	109:06:00	
25602	Lomovskayavirus	Genus	214:03:00	67:05:00
13109	Schizotequatrovirus	Genus	349:08:00	
13031	Schizotequatrovirus	Genus	50:07:00	
17041	Ascovirus	Genus	114:05:00	
26697	Krischvirus	Genus	124:06:00	
2052	Lentivirus	Genus	129:01:00	
30938	Bequatrovirus	Genus	119:04:00	
13129	Schizotequatrovirus	Genus	146:06:00	
13210	Mimivirus	Genus	160:01:00	33:00:00
23245	Tibrovirus	Genus	100:03:00	45:04:00
25613	Betaentomopoxvirus	Genus	646:05:00	558:04:00
10618	Fletchervirus	Genus	130:00:00	
14407	Omegavirus	Genus	257:05:00	34:07:00
25632	Betaentomopoxvirus	Genus	292:01:00	256:09:00
25855	Betaentomopoxvirus	Genus	263:08:00	106:07:00
17859	Elvirus	Genus	432:07:00	415:05:00
18775	Orthopoxvirus	Genus	123:02:00	
23371	Nonagvirus	Genus	266:08:00	153:06:00
4359	Cyprinivirus	Genus	412:00:00	
11853	Slopekvirus	Genus	162:06:00	
17195	Alphabaculovirus	Genus	342:03:00	
2733	Whispovirus	Genus	238:00:00	44:04:00
15644	Iltovirus	Genus	324:02:00	
19404	Pandoravirus	Genus	47:00:00	43:00:00
26643	Krischvirus	Genus	119:04:00	
22180	Betabaculovirus	Genus	35:07:00	
29370	Homburgvirus	Genus	152:05:00	36:05:00
10557	Fletchervirus	Genus	218:00:00	
20166	Marseillevirus	Genus	229:02:00	57:07:00
13324	Phikzvirus	Genus	96:02:00	
2679	Whispovirus	Genus	106:00:00	32:06:00
29382	Homburgvirus	Genus	291:00:00	47:09:00
2297	Whispovirus	Genus	108:05:00	
13306	Phikzvirus	Genus	108:07:00	
20171	Marseillevirus	Genus	120:03:00	
30959	Bequatrovirus	Genus	161:07:00	
18978	Pandoravirus	Genus	117:07:00	48:03:00
22166	Betabaculovirus	Genus	88:08:00	36:01:00
2898	Whispovirus	Genus	313:05:00	
19293	Pandoravirus	Genus	1272:06:00	
24539	Moonvirus	Genus	184:03:00	183:02:00
18074	Andromedavirus	Genus	108:02:00	
18572	Siminovitchvirus	Genus	134:02:00	99:06:00
9806	Alphabaculovirus	Genus	49:07:00	
16214	Schizotequatrovirus	Genus	207:09:00	53:01:00
13040	Schizotequatrovirus	Genus	222:00:00	
26666	Krischvirus	Genus	178:02:00	
4326	Cyprinivirus	Genus	71:07:00	
12926	Schizotequatrovirus	Genus	151:05:00	
29325	Homburgvirus	Genus	150:07:00	49:08:00
21624	Tupavirus	Genus	32:00:00	
19098	Pandoravirus	Genus	56:00:00	32:06:00
25651	Betaentomopoxvirus	Genus	151:03:00	134:04:00
16355	Rhadinovirus	Genus	134:00:00	42:07:00
29334	Homburgvirus	Genus	142:08:00	38:04:00
29566	Bequatrovirus	Genus	109:06:00	
24143	Emdodecavirus	Genus	270:08:00	93:07:00
19134	Pandoravirus	Genus	167:09:00	43:02:00
20021	Marseillevirus	Genus	84:02:00	
30518	Gelderlandvirus	Genus	156:04:00	44:06:00
16509	Alphabaculovirus	Genus	156:02:00	
17006	Ascovirus	Genus	300:01:00	
30182	Cequinquevirus	Genus	104:04:00	
17170	Alphabaculovirus	Genus	138:02:00	
27467	Chloriridovirus	Genus	129:04:00	
4321	Cyprinivirus	Genus	143:04:00	
3512	Avipoxvirus	Genus	89:01:00	
14918	Fromanvirus	Genus	78:05:00	
2710	Whispovirus	Genus	241:02:00	
30710	Ithacavirus	Genus	144:03:00	42:00:00
23736	Emdodecavirus	Genus	157:06:00	32:00:00
2779	Whispovirus	Genus	223:07:00	52:03:00
27005	Avipoxvirus	Genus	75:07:00	33:00:00
26651	Krischvirus	Genus	117:08:00	
19055	Pandoravirus	Genus	162:01:00	
26784	Alphabaculovirus	Genus	91:00:00	35:03:00
22825	Muromegalovirus	Genus	244:01:00	55:04:00
2798	Whispovirus	Genus	145:09:00	
18505	Siminovitchvirus	Genus	545:02:00	412:06:00
23017	Kuravirus	Genus	294:05:00	
22278	Omegavirus	Genus	310:00:00	33:07:00
25622	Betaentomopoxvirus	Genus	365:08:00	277:00:00
16979	Ascovirus	Genus	418:05:00	
17023	Ascovirus	Genus	168:09:00	
25620	Betaentomopoxvirus	Genus	150:07:00	150:01:00
22179	Betabaculovirus	Genus	79:05:00	35:02:00
28069	Okubovirus	Genus	169:07:00	168:07:00
22147	Betabaculovirus	Genus	900:05:00	
6470	Alphatectivirus	Genus	464:04:00	46:00:00
19130	Pandoravirus	Genus	125:04:00	48:07:00
21602	Iflavirus	Genus	830:04:00	36:04:00
2393	Whispovirus	Genus	168:08:00	
2876	Whispovirus	Genus	196:03:00	43:09:00
12997	Schizotequatrovirus	Genus	148:02:00	
1921	Detrevirus	Genus	199:07:00	82:06:00
22021	Badnavirus	Genus	90:02:00	33:07:00
1667	Orthopoxvirus	Genus	131:05:00	42:05:00
25580	Lomovskayavirus	Genus	303:06:00	210:09:00
26511	Alphabaculovirus	Genus	571:00:00	
23402	Gordtnkvirus	Genus	182:05:00	50:06:00
25634	Betaentomopoxvirus	Genus	629:05:00	584:05:00
12917	Schizotequatrovirus	Genus	112:05:00	
17425	Mimivirus	Genus	51:09:00	
19163	Pandoravirus	Genus	404:05:00	
13065	Schizotequatrovirus	Genus	430:01:00	
27460	Chloriridovirus	Genus	153:00:00	
22171	Betabaculovirus	Genus	141:07:00	33:01:00
22647	Gaprivervirus	Genus	109:01:00	32:04:00
26671	Krischvirus	Genus	233:07:00	
2728	Whispovirus	Genus	201:08:00	32:07:00
30281	Asteriusvirus	Genus	219:00:00	216:05:00
17150	Alphabaculovirus	Genus	35:03:00	
26016	Chloriridovirus	Genus	141:01:00	117:06:00
16978	Ascovirus	Genus	200:04:00	
29413	Bastillevirus	Genus	189:03:00	153:05:00
18088	Andromedavirus	Genus	197:00:00	
25502	Alphabaculovirus	Genus	120:05:00	35:00:00
22525	Tequintavirus	Genus	124:01:00	91:04:00
13842	Saphexavirus	Genus	129:03:00	
22242	Timquatrovirus	Genus	79:04:00	
19116	Pandoravirus	Genus	166:09:00	34:02:00
22015	Alphabaculovirus	Genus	105:09:00	37:00:00
26694	Krischvirus	Genus	66:06:00	
23942	Emdodecavirus	Genus	162:09:00	40:06:00
29603	Bequatrovirus	Genus	140:00:00	50:08:00
19531	Pandoravirus	Genus	228:03:00	31:02:00
16507	Alphabaculovirus	Genus	76:06:00	62:09:00
26067	Betalipothrixvirus	Genus	332:07:00	
18350	Proboscivirus	Genus	217:02:00	
17058	Ascovirus	Genus	309:06:00	
27945	Barnyardvirus	Genus	118:08:00	33:02:00
20421	Marseillevirus	Genus	183:08:00	
25705	Avipoxvirus	Genus	207:09:00	
15669	Iltovirus	Genus	107:08:00	
2708	Whispovirus	Genus	157:06:00	35:03:00
23965	Emdodecavirus	Genus	674:05:00	152:06:00
20823	Gammacoronavirus	Genus	113:07:00	54:04:00
26606	Krischvirus	Genus	279:04:00	
18286	Proboscivirus	Genus	36:08:00	
24585	Slopekvirus	Genus	195:03:00	
25769	Betabaculovirus	Genus	52:06:00	33:04:00
11913	Slopekvirus	Genus	113:05:00	54:03:00
18271	Proboscivirus	Genus	36:01:00	
26689	Krischvirus	Genus	270:03:00	
19981	Saphexavirus	Genus	238:01:00	
26965	Lessievirus	Genus	150:00:00	60:06:00
29559	Bequatrovirus	Genus	169:06:00	87:00:00
19135	Pandoravirus	Genus	236:00:00	
9794	Alphabaculovirus	Genus	49:06:00	
13131	Schizotequatrovirus	Genus	124:00:00	
25881	Betaentomopoxvirus	Genus	377:02:00	356:09:00
8924	Cytomegalovirus	Genus	239:02:00	40:09:00
10739	Ostreavirus	Genus	422:04:00	317:00:00
2336	Whispovirus	Genus	487:00:00	
29331	Homburgvirus	Genus	194:07:00	38:05:00
19977	Saphexavirus	Genus	131:05:00	
13283	Phikzvirus	Genus	454:01:00	
19985	Saphexavirus	Genus	134:08:00	
2263	Whispovirus	Genus	102:03:00	
26062	Betalipothrixvirus	Genus	153:08:00	
29182	Certrevirus	Genus	135:08:00	38:03:00
2687	Whispovirus	Genus	117:04:00	
17051	Ascovirus	Genus	127:00:00	
24348	Liefievirus	Genus	48:01:00	
19125	Pandoravirus	Genus	209:06:00	37:08:00
25656	Betaentomopoxvirus	Genus	159:01:00	103:08:00
24580	Slopekvirus	Genus	178:08:00	
19279	Pandoravirus	Genus	694:01:00	
2874	Whispovirus	Genus	218:01:00	49:07:00
16221	Schizotequatrovirus	Genus	69:05:00	
30185	Cequinquevirus	Genus	155:04:00	
19656	Schizotequatrovirus	Genus	114:07:00	32:06:00
18956	Pandoravirus	Genus	382:02:00	
17389	Mimivirus	Genus	105:06:00	
23856	Kochikohdavirus	Genus	79:03:00	33:09:00
14774	Mardivirus	Genus	172:04:00	63:01:00
25805	Betabaculovirus	Genus	104:03:00	39:06:00
25582	Lomovskayavirus	Genus	172:06:00	113:01:00
17057	Ascovirus	Genus	188:04:00	
19199	Pandoravirus	Genus	139:05:00	
22160	Betabaculovirus	Genus	46:07:00	38:09:00
13284	Phikzvirus	Genus	88:00:00	
2169	Whispovirus	Genus	76:05:00	
11677	Muromegalovirus	Genus	514:00:00	43:00:00
17554	Mimivirus	Genus	131:08:00	36:02:00
13177	Mimivirus	Genus	122:05:00	
18343	Proboscivirus	Genus	69:04:00	
13113	Schizotequatrovirus	Genus	183:08:00	
27792	Betalipothrixvirus	Genus	77:05:00	
25661	Betaentomopoxvirus	Genus	356:02:00	340:05:00
20821	Gammacoronavirus	Genus	165:01:00	68:00:00
28765	Chloriridovirus	Genus	53:05:00	43:00:00
2894	Whispovirus	Genus	272:01:00	34:00:00
20123	Marseillevirus	Genus	85:08:00	41:05:00
2781	Whispovirus	Genus	92:09:00	32:09:00
18481	Siminovitchvirus	Genus	179:06:00	152:05:00
25355	Chlorovirus	Genus	136:02:00	
22363	Fromanvirus	Genus	49:04:00	
29157	Certrevirus	Genus	121:06:00	84:05:00
30516	Gelderlandvirus	Genus	241:04:00	32:06:00
17501	Mimivirus	Genus	54:05:00	
4386	Cyprinivirus	Genus	806:00:00	39:06:00
24027	Emdodecavirus	Genus	119:02:00	111:00:00
27763	Dhakavirus	Genus	217:09:00	
19555	Pandoravirus	Genus	274:08:00	
2378	Whispovirus	Genus	411:08:00	
1807	Mardivirus	Genus	793:07:00	
20790	Rogunavirus	Genus	100:05:00	42:07:00
26685	Krischvirus	Genus	203:08:00	
15304	Mimivirus	Genus	107:07:00	35:06:00
25629	Betaentomopoxvirus	Genus	610:09:00	507:06:00
17868	Elvirus	Genus	216:02:00	208:04:00
19274	Pandoravirus	Genus	130:01:00	35:08:00
3510	Avipoxvirus	Genus	69:04:00	33:08:00
8976	Cytomegalovirus	Genus	259:09:00	
16208	Schizotequatrovirus	Genus	78:09:00	33:01:00
23899	Kochikohdavirus	Genus	308:05:00	44:00:00
27476	Chloriridovirus	Genus	154:05:00	
13260	Trichomonasvirus	Genus	138:09:00	45:07:00
28828	Seunavirus	Genus	259:05:00	239:04:00
19973	Saphexavirus	Genus	115:08:00	
23974	Emdodecavirus	Genus	135:08:00	49:09:00
13135	Schizotequatrovirus	Genus	269:01:00	41:06:00
16351	Rhadinovirus	Genus	293:09:00	37:03:00
25884	Betaentomopoxvirus	Genus	1400:08:00	838:07:00
30171	Cequinquevirus	Genus	82:07:00	
19337	Pandoravirus	Genus	85:08:00	36:04:00
2380	Whispovirus	Genus	443:01:00	
25623	Betaentomopoxvirus	Genus	151:07:00	134:04:00
29360	Homburgvirus	Genus	160:06:00	38:03:00
18911	Pandoravirus	Genus	69:00:00	32:02:00
26472	Barnyardvirus	Genus	145:08:00	
29298	Homburgvirus	Genus	137:02:00	38:03:00
10429	Firehammervirus	Genus	169:00:00	40:08:00
29357	Homburgvirus	Genus	136:02:00	40:03:00
19525	Pandoravirus	Genus	415:05:00	39:09:00
13162	Mimivirus	Genus	81:08:00	
13302	Phikzvirus	Genus	125:09:00	
27468	Chloriridovirus	Genus	431:04:00	
13103	Schizotequatrovirus	Genus	194:06:00	
2808	Whispovirus	Genus	176:00:00	41:02:00
10565	Fletchervirus	Genus	539:01:00	
30897	Chloriridovirus	Genus	32:09:00	
8443	Megalocytivirus	Genus	120:06:00	49:00:00
13044	Schizotequatrovirus	Genus	51:06:00	
22445	Torchivirus	Genus	228:00:00	
13052	Schizotequatrovirus	Genus	68:02:00	35:00:00
1777	Mardivirus	Genus	160:07:00	
22685	Fromanvirus	Genus	167:05:00	36:08:00
19042	Pandoravirus	Genus	73:08:00	34:02:00
20507	Marseillevirus	Genus	118:00:00	
4383	Cyprinivirus	Genus	188:07:00	34:05:00
9892	Salasvirus	Genus	234:04:00	109:00:00
12935	Schizotequatrovirus	Genus	181:00:00	
13014	Schizotequatrovirus	Genus	132:02:00	
2938	Betanudivirus	Genus	489:01:00	76:02:00
29279	Limdunavirus	Genus	238:02:00	
26649	Krischvirus	Genus	130:08:00	
31119	Unaquatrovirus	Genus	130:06:00	65:00:00
10085	Norovirus	Genus	105:06:00	39:07:00
20791	Rogunavirus	Genus	135:08:00	103:08:00
25917	Betaentomopoxvirus	Genus	597:05:00	513:03:00
20081	Marseillevirus	Genus	122:04:00	
23908	Emdodecavirus	Genus	390:00:00	44:04:00
9062	Macavirus	Genus	33:07:00	
2356	Whispovirus	Genus	143:09:00	69:02:00
19581	Pandoravirus	Genus	188:01:00	31:08:00
23262	Slashvirus	Genus	109:06:00	50:04:00
24901	Nankokuvirus	Genus	150:03:00	41:02:00
24123	Emdodecavirus	Genus	123:07:00	54:05:00
19272	Pandoravirus	Genus	221:01:00	
158	Roseolovirus	Genus	399:01:00	
13266	Phikzvirus	Genus	277:01:00	69:01:00
6539	Megalocytivirus	Genus	181:03:00	35:05:00
23354	Nonagvirus	Genus	279:01:00	97:02:00
30520	Gelderlandvirus	Genus	190:03:00	54:04:00
21009	Agatevirus	Genus	184:05:00	48:02:00
26084	Betalipothrixvirus	Genus	388:02:00	
17540	Mimivirus	Genus	205:00:00	
2384	Whispovirus	Genus	146:03:00	
498	Xipapillomavirus	Genus	195:02:00	
22422	Enhodamvirus	Genus	291:03:00	
9017	Cytomegalovirus	Genus	236:07:00	44:08:00
16400	Fromanvirus	Genus	167:07:00	38:07:00
22178	Betabaculovirus	Genus	55:00:00	
25670	Betaentomopoxvirus	Genus	126:05:00	120:05:00
9048	Macavirus	Genus	136:08:00	
20110	Marseillevirus	Genus	48:03:00	39:03:00
10288	Vhmlvirus	Genus	175:07:00	35:09:00
10874	Pegunavirus	Genus	169:08:00	
26625	Krischvirus	Genus	173:06:00	
29326	Homburgvirus	Genus	120:05:00	35:05:00
13123	Schizotequatrovirus	Genus	56:06:00	
26650	Krischvirus	Genus	336:06:00	
19261	Pandoravirus	Genus	81:06:00	37:02:00
23101	Kuravirus	Genus	104:06:00	
17151	Alphabaculovirus	Genus	104:05:00	
26630	Krischvirus	Genus	237:02:00	
19605	Pandoravirus	Genus	169:02:00	
19185	Pandoravirus	Genus	64:05:00	34:05:00
10771	Rhadinovirus	Genus	204:02:00	47:07:00
28852	Seunavirus	Genus	146:05:00	133:05:00
29361	Homburgvirus	Genus	154:04:00	40:01:00
10543	Fletchervirus	Genus	105:08:00	
11598	Oscivirus	Genus	128:05:00	38:07:00
27796	Betalipothrixvirus	Genus	31:06:00	
19079	Pandoravirus	Genus	99:08:00	35:03:00
30886	Nitunavirus	Genus	39:08:00	
27473	Chloriridovirus	Genus	138:09:00	58:04:00
30410	Agatevirus	Genus	133:05:00	100:08:00
4154	Muromegalovirus	Genus	348:04:00	
22759	Potyvirus	Genus	52:07:00	45:07:00
27814	Betalipothrixvirus	Genus	332:02:00	33:00:00
2605	Whispovirus	Genus	246:03:00	39:09:00
9560	Betacoronavirus	Genus	46:01:00	
2747	Whispovirus	Genus	231:07:00	52:05:00
29335	Homburgvirus	Genus	282:09:00	
19205	Pandoravirus	Genus	815:09:00	
17046	Ascovirus	Genus	174:09:00	
18512	Siminovitchvirus	Genus	287:03:00	43:08:00
19124	Pandoravirus	Genus	658:01:00	
28007	Barnyardvirus	Genus	209:03:00	75:04:00
3489	Avipoxvirus	Genus	124:06:00	
30942	Bequatrovirus	Genus	104:09:00	
22023	Mastadenovirus	Genus	118:00:00	44:09:00
25607	Betaentomopoxvirus	Genus	304:04:00	273:03:00
26747	Tulanevirus	Genus	87:02:00	76:00:00
2706	Whispovirus	Genus	168:08:00	40:08:00
26598	Krischvirus	Genus	197:01:00	
8884	Cytomegalovirus	Genus	172:01:00	
16506	Alphabaculovirus	Genus	31:09:00	
16987	Ascovirus	Genus	370:06:00	
25672	Betaentomopoxvirus	Genus	803:05:00	430:01:00
19227	Pandoravirus	Genus	111:09:00	
13049	Schizotequatrovirus	Genus	259:06:00	
30833	Helsingorvirus	Genus	156:04:00	40:04:00
29278	Limdunavirus	Genus	111:05:00	
24127	Emdodecavirus	Genus	211:07:00	44:09:00
25038	Chlorovirus	Genus	819:00:00	
21814	Cyprinivirus	Genus	536:09:00	
25618	Betaentomopoxvirus	Genus	127:04:00	119:00:00
10509	Alphapolyomavirus	Genus	139:04:00	
16365	Rhadinovirus	Genus	177:09:00	
18913	Pandoravirus	Genus	35:07:00	34:00:00
27532	Fromanvirus	Genus	118:05:00	50:05:00
25665	Betaentomopoxvirus	Genus	416:04:00	358:06:00
26512	Alphabaculovirus	Genus	197:00:00	
26706	Krischvirus	Genus	261:07:00	
23070	Kuravirus	Genus	102:04:00	66:00:00
24582	Slopekvirus	Genus	242:08:00	
24513	Barnyardvirus	Genus	157:00:00	126:02:00
29145	Certrevirus	Genus	134:07:00	
9912	Ranavirus	Genus	310:02:00	125:05:00
24132	Emdodecavirus	Genus	204:00:00	37:06:00
19561	Pandoravirus	Genus	300:03:00	35:02:00
24335	Bignuzvirus	Genus	192:03:00	181:02:00
24067	Emdodecavirus	Genus	237:04:00	44:01:00
14763	Fromanvirus	Genus	65:03:00	62:01:00
10553	Fletchervirus	Genus	144:06:00	
9901	Salasvirus	Genus	48:06:00	36:05:00
27955	Barnyardvirus	Genus	44:02:00	
301	Waikavirus	Genus	133:05:00	33:05:00
27793	Betalipothrixvirus	Genus	111:01:00	
18922	Pandoravirus	Genus	45:05:00	
30961	Bequatrovirus	Genus	145:08:00	32:05:00
19582	Pandoravirus	Genus	55:09:00	
26605	Krischvirus	Genus	370:05:00	
23042	Kuravirus	Genus	203:01:00	41:09:00
19095	Pandoravirus	Genus	135:03:00	32:06:00
10401	Firehammervirus	Genus	239:05:00	223:01:00
27455	Chloriridovirus	Genus	96:00:00	48:01:00
15369	Mimivirus	Genus	200:09:00	
19532	Pandoravirus	Genus	164:02:00	
17383	Mimivirus	Genus	90:07:00	
14083	Omegavirus	Genus	165:05:00	
19149	Pandoravirus	Genus	66:02:00	
3111	Alphabaculovirus	Genus	361:09:00	
16847	Potyvirus	Genus	54:06:00	31:08:00
17703	Mimivirus	Genus	153:05:00	
19390	Pandoravirus	Genus	71:00:00	
23117	Kochikohdavirus	Genus	149:06:00	38:04:00
27465	Chloriridovirus	Genus	286:00:00	
28723	Chloriridovirus	Genus	101:04:00	33:01:00
28533	Nankokuvirus	Genus	363:00:00	
29299	Homburgvirus	Genus	128:05:00	107:07:00
2131	Whispovirus	Genus	108:01:00	
13106	Schizotequatrovirus	Genus	180:02:00	
30944	Bequatrovirus	Genus	225:09:00	
18914	Pandoravirus	Genus	262:06:00	
27533	Cheoctovirus	Genus	176:04:00	75:05:00
4403	Cyprinivirus	Genus	440:08:00	
3513	Avipoxvirus	Genus	85:05:00	
14405	Omegavirus	Genus	51:08:00	
12931	Schizotequatrovirus	Genus	290:04:00	
19971	Saphexavirus	Genus	173:00:00	
23433	Gordtnkvirus	Genus	118:00:00	97:06:00
24534	Moonvirus	Genus	130:03:00	102:08:00
4275	Cyprinivirus	Genus	195:02:00	42:01:00
23958	Emdodecavirus	Genus	552:02:00	179:04:00
2915	Whispovirus	Genus	229:01:00	
26602	Krischvirus	Genus	124:01:00	
16183	Fromanvirus	Genus	125:00:00	34:01:00
17148	Alphabaculovirus	Genus	97:04:00	
19054	Pandoravirus	Genus	1249:00:00	
18373	Proboscivirus	Genus	75:04:00	36:09:00
26655	Krischvirus	Genus	41:09:00	
10393	Firehammervirus	Genus	493:09:00	52:03:00
26591	Krischvirus	Genus	129:07:00	
8383	Orthopneumovirus	Genus	228:09:00	
20674	Alphabaculovirus	Genus	232:03:00	
17025	Ascovirus	Genus	148:08:00	
19410	Pandoravirus	Genus	278:04:00	
9861	Leporipoxvirus	Genus	158:01:00	49:03:00
13153	Mimivirus	Genus	152:05:00	
2790	Whispovirus	Genus	192:01:00	38:00:00
13060	Schizotequatrovirus	Genus	203:03:00	
19222	Pandoravirus	Genus	328:06:00	31:00:00
13750	Felixounavirus	Genus	100:00:00	87:00:00
17030	Ascovirus	Genus	177:06:00	
16361	Rhadinovirus	Genus	144:08:00	
18327	Proboscivirus	Genus	101:06:00	58:06:00
17870	Elvirus	Genus	375:07:00	355:06:00
2390	Whispovirus	Genus	170:04:00	49:05:00
29346	Homburgvirus	Genus	164:01:00	32:01:00
15147	Mimivirus	Genus	101:07:00	
26587	Krischvirus	Genus	154:06:00	
28134	Nyavirus	Genus	183:08:00	39:02:00
23366	Nonagvirus	Genus	468:01:00	296:04:00
30989	Nankokuvirus	Genus	176:00:00	
23873	Kochikohdavirus	Genus	378:07:00	35:07:00
25866	Betaentomopoxvirus	Genus	231:06:00	169:03:00
12959	Schizotequatrovirus	Genus	76:06:00	
24603	Slopekvirus	Genus	273:08:00	32:02:00
19012	Pandoravirus	Genus	102:00:00	37:08:00
16193	Schizotequatrovirus	Genus	63:08:00	
3398	Avipoxvirus	Genus	131:08:00	36:06:00
18988	Pandoravirus	Genus	277:08:00	31:00:00
17154	Alphabaculovirus	Genus	139:05:00	
13166	Mimivirus	Genus	132:04:00	
16787	Vitivirus	Genus	88:00:00	
19326	Pandoravirus	Genus	172:07:00	
30485	Myohalovirus	Genus	107:07:00	
19779	Sepunavirus	Genus	358:06:00	357:06:00
29281	Limdunavirus	Genus	172:04:00	
17087	Ascovirus	Genus	405:04:00	
16513	Alphabaculovirus	Genus	44:09:00	
16210	Schizotequatrovirus	Genus	355:06:00	
16177	Fromanvirus	Genus	134:05:00	
18548	Siminovitchvirus	Genus	112:05:00	105:07:00
16218	Schizotequatrovirus	Genus	151:06:00	
27391	Yuavirus	Genus	288:04:00	
29319	Homburgvirus	Genus	170:07:00	35:07:00
27501	Chloriridovirus	Genus	178:05:00	
18340	Proboscivirus	Genus	113:04:00	64:05:00
28824	Seunavirus	Genus	135:01:00	128:06:00
27305	Alphasphaerolipovirus	Genus	347:08:00	177:01:00
16220	Schizotequatrovirus	Genus	64:01:00	
13063	Schizotequatrovirus	Genus	188:07:00	
26628	Krischvirus	Genus	122:09:00	
4253	Cyprinivirus	Genus	354:09:00	35:08:00
14792	Mardivirus	Genus	38:09:00	32:02:00
1359	Lentivirus	Genus	113:02:00	39:00:00
28529	Nankokuvirus	Genus	207:00:00	
30179	Cequinquevirus	Genus	247:02:00	45:03:00
25882	Betaentomopoxvirus	Genus	265:00:00	224:05:00
22963	Huchismacovirus	Genus	133:05:00	
26315	Cervidpoxvirus	Genus	156:05:00	143:06:00
23080	Kuravirus	Genus	622:05:00	
12950	Schizotequatrovirus	Genus	155:05:00	62:08:00
26615	Krischvirus	Genus	212:00:00	45:01:00
29816	Rtpvirus	Genus	92:07:00	92:02:00
29168	Certrevirus	Genus	154:02:00	
29220	Certrevirus	Genus	146:01:00	
19242	Pandoravirus	Genus	65:05:00	
17408	Mimivirus	Genus	113:00:00	
18349	Proboscivirus	Genus	39:04:00	36:00:00
23825	Kochikohdavirus	Genus	131:09:00	38:02:00
17395	Mimivirus	Genus	84:08:00	33:08:00
29227	Certrevirus	Genus	40:02:00	
12945	Schizotequatrovirus	Genus	53:07:00	
27809	Betalipothrixvirus	Genus	1449:05:00	34:08:00
17133	Alphabaculovirus	Genus	235:09:00	
25982	Atadenovirus	Genus	94:05:00	
3499	Avipoxvirus	Genus	141:02:00	
